name,id,id_movie
Epic Productions,1988,6075
Bregman/Baer Productions,11393,6075
Columbia Pictures,5,11310
Castle Rock Entertainment,97,11310
Metro-Goldwyn-Mayer (Mgm),8411,18658
Tristar Pictures,559,9350
Canal+,5358,9350
Carolco Pictures,14723,9350
Rcs Video,23246,9350
Cliffhanger Productions,45728,9350
Pioneer,45729,9350
Paramount Pictures,4,9612
Hollywood Pictures,915,2124
Cinergi Pictures Entertainment,1504,2124
Tristar Pictures,559,26261
Imagine Entertainment,23,19176
Universal Pictures,33,19176
Metro-Goldwyn-Mayer (Mgm),8411,49299
Maverick Picture Company,36863,49299
Cecchi Gori Europa N.V.,36864,49299
Eye Productions,36865,49299
Pentamerica,68062,49299
Donner/Shuler-Donner Productions,5739,11566
Warner Bros.,6194,11566
Northern Lights Entertainment,8816,11566
Gramercy Pictures,37,9571
Alphaville Productions,6556,9571
The Criterion Collection,10932,9571
Silver Pictures,1885,9739
Warner Bros.,6194,9739
Fine Line Features,8,34444
Metro-Goldwyn-Mayer (Mgm),8411,26141
Beijing Film Studio,708,10997
China Film Co-Production Corporation,2269,10997
Maverick Picture Company,36863,10997
Orion Pictures,41,50463
Nelson Entertainment,365,50463
Spring Creek Productions,705,10443
Warner Bros.,6194,10443
Spring Creek Productions,705,16297
Warner Bros.,6194,16297
Paramount Pictures,4,18551
Spring Creek Productions,705,18551
Mirage,19534,18551
Fine Line Features,8,25440
Universal Studios,13,9024
Imagine Entertainment,23,9024
Paramount Pictures,4,37233
Mirage Enterprises,932,37233
Davis Entertainment,1302,37233
Canal Plus,104,1634
Regency Enterprises,508,1634
Alcor Films,644,1634
Warner Bros.,6194,1634
Donner/Shuler-Donner Productions,23397,1634
Miramax Films,14,13815
Warner Bros.,6194,5503
Columbia Pictures,5,35588
Universal Pictures,33,2087
Largo Entertainment,1644,2087
Metro-Goldwyn-Mayer (Mgm),8411,41579
Killer Films,1422,18620
The Samuel Goldwyn Company,8888,18620
Can I Watch,89521,18620
Islet,89522,18620
Kpvi,89523,18620
Gramercy Pictures,37,41006
Hollywood Pictures,915,4916
Universal Pictures,33,2019
Renaissance Pictures,467,2019
Alphaville Films,11462,2019
Regency Enterprises,508,31642
Warner Bros.,6194,31642
Twentieth Century Fox Film Corporation,306,9255
Sidley Wright & Associates,11751,9255
Spelling Entertainment,272,26271
Irs Media,1930,26271
Republic Pictures (Ii),10348,26271
Miramax Films,14,10612
Parallax Pictures,983,10612
Det Danske Filminstitut,118,2259
Spring Creek Productions,705,2259
Eurimages,850,2259
Costa Do Castelo Filmes,10598,2259
Neue Constantin Film,13096,2259
House Of Spirits Film,33027,2259
Polygram Filmed Entertainment,1382,11934
Silver Pictures,1885,11934
Warner Bros.,6194,11934
Working Title Films,10163,11934
Polygram Filmproduktion,23873,11934
Gracie Films,18,106143
Columbia Pictures Corporation,441,106143
Hollywood Pictures,915,12475
Castle Rock Entertainment,97,9386
Columbia Pictures Corporation,441,9386
Universal Pictures,33,7984
Hell'S Kitchen Films,2307,7984
Touchstone Pictures,9195,59930
Touchstone Pictures,9195,15765
Paramount Pictures,4,31643
Baltimore Pictures,11407,31643
Universal Pictures,33,6
Largo Entertainment,1644,6
Jvc Entertainment Networks,4248,6
Universal Pictures,33,329
Amblin Entertainment,56,329
Propaganda Films,278,10909
Kouf/Bigelow Productions,3589,10909
Live Entertainment,285,507
Gramercy Pictures,37,34024
Paramount Pictures,4,29918
Columbia Pictures Corporation,441,9593
Oak Productions,55528,9593
Touchstone Pictures,9195,42580
Savoy Pictures,11308,22317
Geffen Pictures,360,1413
Warner Bros.,6194,1413
Regency Enterprises,508,12121
Warner Bros.,6194,12121
Columbia Pictures,5,2246
New Line Cinema,12,2246
Castle Rock Entertainment,97,2246
Nelvana Limited,1023,2246
Icon Entertainment International,4564,10502
Warner Bros.,6194,10502
Tristar Pictures,559,10440
New Line Cinema,12,9516
Silver Pictures,1885,2320
Warner Bros.,6194,2320
Argos Films,6116,5879
Oshima Productions,13139,5879
Shibata Organisation,14668,5879
The Samuel Goldwyn Company,8888,83718
Good Machine,10565,83718
Renaissance Films,3102,11971
American Playhouse Theatrical Films,8827,11971
Tristar Pictures,559,2625
Rastar Films,1177,2625
Warner Bros.,6194,31911
The Samuel Goldwyn Company,8888,31911
Night Life Inc.,16827,31911
Twentieth Century Fox Film Corporation,306,788
Blue Wolf,10230,788
Thin Man Films,10100,21450
The Criterion Collection,10932,21450
Columbia Pictures Corporation,441,11231
Regency Enterprises,508,41588
Alcor Films,644,41588
Ixtlan,4198,41588
Warner Bros.,6194,41588
New Regency Pictures,10104,41588
Columbia Pictures Corporation,441,10447
Pacific Western,1280,10447
Allied Filmmakers,1755,10447
Platinum Pictures,4972,10447
Columbia Pictures,5,31586
New Line Cinema,12,31586
Castle Rock Entertainment,97,31586
Mikado Film,11912,9300
Lenfilm Studio,27593,9300
Adventure Pictures,36765,9300
Malpaso Productions,171,9559
Warner Bros.,6194,9559
Tristar Pictures,559,9800
Clinica Estetico,1274,9800
New South Wales Film & Television Office,418,713
The Australian Film Commission,5186,713
Ciby 2000,7832,713
Jan Chapman Productions,14089,713
Columbia Pictures,5,8291
Touchstone Pictures,9195,18133
Hollywood Pictures,915,25557
Universal Pictures,33,22588
Touchstone Pictures,9195,10872
Don Simpson/Jerry Bruckheimer Films,10288,10872
Columbia Pictures,5,1245
Merchant Ivory Productions,2370,1245
Cinergi Pictures Entertainment,1504,11858
Touchstone Pictures,9195,11858
Twentieth Century Fox Film Corporation,306,7007
Walrus & Associates,8780,7007
Columbia Pictures,5,10467
Beacon Pictures,10157,10467
Orion Pictures,41,5550
Gaumont,9,8005
Twentieth Century Fox Film Corporation,306,8005
Brooksfilms,5612,8005
Working Title Films,10163,2088
Polygram Filmed Entertainment,31080,2088
Hilary Henkin,36907,2088
The Australian Film Commission,5186,10412
Film Victoria,11840,10412
Seon Film Productions,39712,10412
Romper Stomper Pty. Ltd.,50619,10412
Ruby In Paradise,75712,47889
Full Crew/Say Yea,75713,47889
Tristar Pictures,559,14534
David V. Picker Productions,14374,56583
Nessa Hyams,36789,56583
Carrie Productions Inc.,36790,56583
Société Nouvelle De Cinématographie,249,41878
La Sept Cinéma,16366,41878
Universal Pictures,33,424
Amblin Entertainment,56,424
Twentieth Century Fox Film Corporation,306,35233
Santo Domingo Film & Music Video,28822,35233
Mirage Enterprises,932,14291
Regency Enterprises,508,103413
Alcor Films,644,103413
Warner Bros.,6194,103413
Fron Film Production,37265,103413
American Zoetrope,70,11236
Warner Bros.,6194,11236
Savoy Pictures,11308,11592
Polar Entertainment,17411,11592
Universal Pictures,33,8850
Shadowlands Productions,5553,10445
Savoy Pictures,11308,10445
Fine Line Features,8,695
Spelling Entertainment,272,695
Avenue Entertainment,408,695
Touchstone Pictures,9195,43535
Miramax Films,14,12519
Sarah Radclyffe Productions - Sirens Limited,25158,12519
British Screen Finance Ltd,25159,12519
Samson Productions Ii,25160,12519
Metro-Goldwyn-Mayer (Mgm),8411,23210
New Regency Pictures,10104,23210
Maiden Movies,36889,23210
Tristar Pictures,559,858
Paramount Pictures,4,867
Robert Evans Company,94856,867
Shaw Brothers,5798,78
Warner Bros.,6194,78
The Ladd Company,7965,78
Hollywood Pictures,915,13203
Tristar Pictures,559,10442
Columbia Pictures Industries,5848,11074
Columbia Films S.A.,6386,11074
Hollywood Pictures,915,9607
Cinergi Pictures Entertainment,1504,9607
Allied Filmmakers,1755,9607
Walt Disney,5888,9607
Nintendo,12288,9607
New Line Cinema,12,17585
Hollywood Pictures,915,9057
Polygram Filmed Entertainment,1382,9057
Interscope Communications,10201,9057
Nomura Babcock & Brown,12883,9057
Rhombus Media,164,20967
Tristar Pictures,559,10635
Motion Picture Corporation Of America (Mpca),11061,10635
Tim Burton Productions,8601,9479
Skellington Productions Inc.,8835,9479
Touchstone Pictures,9195,9479
Walt Disney Pictures,2,10057
Caravan Pictures,175,10057
Hollywood Pictures,915,11969
Cinergi Pictures Entertainment,1504,11969
Warner Bros.,6194,41590
Morgan Creek Productions,10210,41590
Davis-Films,342,319
August Entertainment,3322,319
Warner Bros.,6194,319
Morgan Creek Productions,10210,319
Twentieth Century Fox Film Corporation,306,15139
Turner Pictures (I),6189,15139
Téléfilm Canada,806,161158
The Ontario Film Development Corporation,1203,161158
Alliance Communications Corporation,2480,161158
Republic Pictures (Ii),10348,85247
Keystone Film Company (Ii),37572,85247
Renn Productions,82,51980
France 2 Cinéma,83,51980
Dd Productions,1524,51980
Warner Bros.,6194,24405
Morgan Creek Productions,10210,24405
Cncaimc,6566,11655
Fine Line Features,8,11800
Some Film,2658,11800
Ciby 2000,7832,8223
El Deseo S.A.,11736,8223
Channel 4 Television,5778,14587
Columbia Pictures,5,31504
Castle Rock Entertainment,97,31504
Svt Drama,157,41653
Nordisk Film,235,41653
Svensk Filmindustri (Sf),6181,41653
Svenska Filminstitutet (Sfi),7446,41653
Fine Line Features,8,17600
Swelter Films,55150,17600
Buckeye Films,55151,17600
Universal Pictures,33,10897
Amblin Entertainment,56,10897
King World Entertainment,23506,10897
Paramount Pictures,4,21352
Tristar Pictures,559,37345
Sony Pictures Classics,58,32562
Channel Four Films,181,32562
Arte,201,32562
Brillstein-Grey Entertainment,1606,32562
Home Box Office (Hbo),3268,32562
Columbia Pictures Television,3614,32562
Zweites Deutsches Fernsehen (Zdf),4606,32562
Telling Pictures,58855,32562
Sacher Film,9364,25403
La Sept Cinéma,16366,25403
Banfilm,20769,25403
Oscar Kramer S.A.,37352,124304
Aura Film,37353,124304
Mojame S.A.,37354,124304
Paramount Pictures,4,9066
Twentieth Century Fox Film Corporation,306,771
Hughes Entertainment,477,771
Paramount Pictures,4,251
Walt Disney Pictures,2,812
Lightstorm Entertainment,574,280
Pacific Western,1280,280
Canal+,5358,280
Carolco Pictures,14723,280
T2 Productions,61409,280
Tig Productions,335,581
Majestic Films International,2630,581
Shapiro-Glickenhaus Entertainment,16636,80350
Polygram Filmed Entertainment,1382,268
The Guber-Peters Company,4357,268
Warner Bros.,6194,268
Orion Pictures,41,274
Strong Heart/Demme Production,55072,274
Walt Disney Productions,3166,408
Walt Disney Pictures,2,10020
Walt Disney Animation Studios,6125,10020
Silver Screen Partners Iv,10282,10020
Rko Radio Pictures,6,10895
Walt Disney Productions,3166,10895
Touchstone Pictures,9195,114
Silver Screen Partners Iv,10282,114
Sodaperaga Productions,7399,41043
La Sept Cinéma,23647,41043
Fontaine Sarl,38963,41043
Warner Brothers/Seven Arts,4051,576
Trimark Pictures,4063,15477
Long Shong Pictures,5551,59146
Twentieth Century Fox Film Corporation,306,30528
Ubu Productions,46108,30528
Twentieth Century Fox Film Corporation,306,7300
Fox 2000 Pictures,711,7300
Via Rosa Productions,10103,7300
Rosa Productions,81131,7300
Propaganda Films,278,10824
Polygram Filmed Entertainment,1382,10824
Bbc,5996,261246
Polygram Filmed Entertainment,1382,275
Working Title Films,10163,275
Walt Disney Pictures,2,25059
Canadian Film Development Corporation (Cfdc),4952,11827
Miramax Films,14,8766
Dimension Films,7405,8766
Trans Atlantic Entertainment,15343,8766
Miramax Films,14,23570
The Chess Club,65446,23570
Miramax Films,14,47333
Walt Disney Productions,3166,10112
El Deseo,49,4307
Ciby 2000,105,4307
Polygram Filmed Entertainment,1382,46029
Lolafilms,6861,46029
Touchstone Pictures,9195,46029
Interscope Communications,10201,46029
Sociedad General De Televisión (Sogetel),20295,46029
Fernando Trueba Producciones Cinematográficas,21108,46029
Universal Pictures,33,32308
Tf1 Films Productions,356,52873
Les Films Alain Sarde,635,52873
Cinétéléfilms,71842,44281
France Média,75423,44281
Les Films Du Scarabée,75424,44281
New Line Cinema,12,28121
Savoy Pictures,11308,28121
Columbia Pictures Corporation,441,12520
The Vault,6032,12520
Wf/X,38091,12520
Paramount Pictures,4,1592
Metro-Goldwyn-Mayer (Mgm),8411,19042
Road Movies Filmproduktion Gmbh,45,38884
Bim Distribuzione,225,38884
Filmstiftung Nordrhein-Westfalen,315,38884
Diaphana Films,744,38884
Eurimages,850,38884
Road Movies Dritte Produktionen,982,38884
Parallax Pictures,983,38884
Degeto Film,986,38884
British Broadcasting Corporation (Bbc),3324,38884
Televisión Española (Tve),6639,38884
Canal+ España,9335,38884
Working Title Films,10163,38884
British Screen Productions,12745,38884
Messidor Films,14245,38884
European Co-Production Fund,30226,38884
Davis Entertainment,1302,47449
Skyline Entertainment Partners,38179,47449
Dark Matter Productions,38180,47449
New Line Cinema,12,36259
United Artists,60,41852
Imagine Entertainment,23,9099
Universal Pictures,33,9099
Granada Film Productions,247,2021
Mainstream S.A.,271,2021
Canal+,5358,2021
British Screen Productions,20777,2021
Polygram Filmed Entertainment,31080,2021
Fox Searchlight Pictures,43,61752
40 Acres & A Mule Filmworks,4319,61752
Marvin Worth Productions,976,10988
Abc Productions,3668,10988
Warner Bros.,6194,10988
Morgan Creek Productions,10210,10988
Procirep,311,11479
Tf1 Films Production,3823,11479
Canal+,5358,11479
Touchstone Pictures,9195,11479
Ice Films,14191,11479
Roxy Film,101,398959
Made In Munich Filmproduktion,80481,398959
Westdeutscher Rundfunk (Wdr),7025,287305
Senator Film Produktion,191,339428
Twentieth Century Fox Film Corporation,306,10684
Davis Entertainment,1302,10684
Paramount Pictures,4,954
Cruise/Wagner Productions,44,954
Icicle,7325,68445
Film Fonds,7326,68445
Pandora Filmproduktion (,7327,68445
Trilogy Entertainment Group,2231,18989
Metro-Goldwyn-Mayer (Mgm),8411,18989
Spelling Films,10355,18989
Constantin Film,47,10801
Park Chul-Soo Films Ltd.,6636,54285
Universal Pictures,33,8840
Hollywood Pictures,915,11107
Polygram Filmed Entertainment,1382,11107
Island Pictures,3492,11107
Distant Horizons,1066,16417
Koukus Troika,38208,16417
Toron Screen Corporation,38209,16417
Titanus,641,10363
Paris Film,7046,10363
Robert Et Raymond Hakim,11290,10363
Granada Film Productions,247,161070
Majestic Films International,20928,161070
Newcomm,38178,161070
Walt Disney Pictures,2,10539
Allied Filmmakers,1755,10539
Imagine Entertainment,23,10543
Universal Pictures,33,10543
Paramount Pictures,4,18414
Lakeshore Entertainment,126,18414
New Line Cinema,12,47502
Miramax Films,14,47502
Komuna,653,11902
Barrandov Studios,6242,11902
Per Holst Filmproduktion,17666,27098
Fm Entertainment International N.V.,10354,25087
Government Of West Bengal,1984,5801
Satyajit Ray Productions,26424,896
Universal Pictures,33,3065
Gramercy Pictures,37,3065
Best Brains,1310,3065
Warner Bros. Family Entertainment,3592,2300
Northern Lights Entertainment,8816,2300
Courtside Seats Productions,55527,2300
Paramount Pictures,4,8069
Dino De Laurentiis Cinematografica,1216,8069
Marianne Productions,1497,8069
Libra Pictures,4106,288173
Castle Rock Entertainment,97,221917
Columbia Pictures Corporation,441,221917
129 Productions,16832,221917
Filmstudio,46654,8072
Athos Films,54659,8072
Chaumiane,63558,8072
Films A2,875,35797
Les Films De La Tour,900,35797
Little Bear,16772,35797
Mike Lobell Productions,52599,83857
Opala Productions,5270,33245
Walt Disney Pictures,2,27281
Interscope Communications,10201,27281
Studio Babelsberg,264,105045
Centre National De La Cinématographie,310,105045
Odessa Films,1712,105045
Canal+,5358,105045
Bioskop Film,5982,105045
Westdeutscher Rundfunk (Wdr),7025,105045
Tristar Pictures,559,40001
Van Peebles Films,8331,29621
Triumph Films,23098,29621
Orpheus Films,38955,29621
Live Entertainment,285,20762
Dan Films,1854,48260
Merseyside Film Production Fund,8095,48260
British Screen Productions,12745,48260
Fine Line Features,8,12656
Jersey Films,216,12656
New Line Cinema,12,38867
Alliance Communications Corporation,2480,38867
Evzen Kolar Productions,26109,38867
New Line Cinema,12,25969
Favorite Films,4655,44103
Maurice Mcendree Productions,452,753
Walter Reade Organization Inc.,453,753
Faces International Films,454,753
Polygram Filmed Entertainment,1382,43634
Touchstone Pictures,9195,43634
Interscope Communications,10201,43634
Universal Pictures,33,9103
Signature Pictures,2982,9103
Mdp Worldwide,10828,9103
Selima Films Avv,38114,9103
Jersey Films,216,29649
Tristar Pictures,559,29649
Metro-Goldwyn-Mayer (Mgm),8411,10990
Twentieth Century Fox Film Corporation,306,8866
Noon Attack Pictures,55140,8866
Walt Disney Pictures,2,12233
Silver Screen Partners Iii,554,12233
Caravan Pictures,175,23449
Hollywood Pictures,915,23449
Universal Pictures,33,36355
The Bubble Factory,27128,36355
American Films,38181,36355
Distant Horizons,1066,37667
British Broadcasting Corporation (Bbc),3324,37667
Miramax,53009,37667
Miramax Films,14,90148
Jvc Entertainment,182,922
Pandora Filmproduktion,254,922
Newmarket Capital Group,506,922
12 Gauge Productions,663,922
France 2 Cinéma,83,11876
Hachette Première,582,11876
Canal+,5358,11876
Centaur Pictures Inc.,17777,52633
Canal Plus,104,11687
Gaumont International,7961,11687
France 3 Cinema,16804,11687
Columbia Pictures Corporation,441,9304
Wood-Thomas Pictures,33624,73183
Columbia Pictures,5,9100
Twentieth Century Fox Film Corporation,306,20759
Atman Entertainment,54051,20759
Fred Berner Films,89312,20759
Touchstone Pictures,9195,46063
Pandora Filmproduktion,254,40651
Koninck Studios,3541,40651
Image Forum,64448,40651
New Line Cinema,12,36915
The Rank Organisation,364,36915
Ruddy Morgan Productions,6137,36915
Pvm Entertainment,10171,36915
Savoy Pictures,11308,36915
